Datum,Nederbördsmängd,Kvalitet
2022-07-02,0.7,G
2022-07-03,7.5,G
2022-07-04,2.0,G
2022-07-05,0.0,G
2022-07-06,6.4,G
2022-07-07,0.2,G
2022-07-08,0.0,G
2022-07-09,0.3,G
2022-07-10,0.2,G
2022-07-11,0.0,G
2022-07-12,0.0,G
2022-07-13,0.0,G
2022-07-14,2.4,G
2022-07-15,0.5,G
2022-07-16,0.0,G
2022-07-17,0.0,G
2022-07-18,0.2,G
2022-07-19,0.0,G
2022-07-20,0.0,G
2022-07-21,0.3,G
2022-07-22,10.4,G
2022-07-23,0.2,G
2022-07-24,0.2,G
2022-07-25,8.2,G
2022-07-26,0.0,G
2022-07-27,0.0,G
2022-07-28,0.0,G
2022-07-29,0.0,G
2022-07-30,0.0,G
2022-07-31,5.5,G
2022-08-01,5.0,G
2022-08-02,1.3,G
2022-08-03,9.2,G
2022-08-04,2.4,G
2022-08-05,0.3,G
2022-08-06,0.1,G
2022-08-07,0.0,G
2022-08-08,0.0,G
2022-08-09,0.0,G
2022-08-10,0.0,G
2022-08-11,0.0,G
2022-08-12,0.0,G
2022-08-13,0.0,G
2022-08-14,0.0,G
2022-08-15,0.0,G
2022-08-16,5.4,G
2022-08-17,0.0,G
2022-08-18,0.6,G
2022-08-19,2.6,G
2022-08-20,0.8,G
2022-08-21,0.0,G
2022-08-22,0.0,G
2022-08-23,0.2,G
2022-08-24,0.0,G
2022-08-25,0.0,G
2022-08-26,0.7,G
2022-08-27,0.3,G
2022-08-28,0.0,G
2022-08-29,0.0,G
2022-08-30,0.0,G
2022-08-31,0.0,G
2022-09-01,0.0,G
2022-09-02,1.8,G
2022-09-03,3.4,G
2022-09-04,0.3,G
2022-09-05,0.0,G
2022-09-06,0.0,G
2022-09-07,0.0,G
2022-09-08,0.0,G
2022-09-09,0.3,G
2022-09-10,0.0,G
2022-09-11,0.0,G
2022-09-12,14.4,G
2022-09-13,7.8,G
2022-09-14,1.4,G
2022-09-15,0.0,G
2022-09-16,2.4,G
2022-09-17,0.0,G
2022-09-18,0.0,G
2022-09-19,1.1,G
2022-09-20,0.3,G
2022-09-21,0.2,G
2022-09-22,0.2,G
2022-09-23,6.1,G
2022-09-24,2.5,G
2022-09-25,5.9,G
2022-09-26,15.5,G
2022-09-27,0.7,G
2022-09-28,0.2,G
2022-09-29,0.0,G
2022-09-30,0.2,G
2022-10-01,2.4,G
2022-10-02,3.3,G
2022-10-03,0.0,G
2022-10-04,0.7,G
2022-10-05,3.3,G
2022-10-06,0.1,G
2022-10-07,5.9,G
2022-10-08,0.0,G
2022-10-09,0.0,G
2022-10-10,0.5,G
2022-10-11,0.0,G
2022-10-12,0.0,G
2022-10-13,3.1,G
2022-10-14,0.0,G
2022-10-15,4.1,G
2022-10-16,4.7,G
2022-10-17,3.1,G
2022-10-18,1.2,G
2022-10-19,0.0,G
2022-10-20,0.2,G
2022-10-21,0.0,G
2022-10-22,0.0,G
2022-10-23,0.6,G
2022-10-24,12.0,G
2022-10-25,10.6,G
2022-10-26,0.2,G
2022-10-27,0.4,G
2022-10-28,5.7,G
2022-10-29,0.1,G
2022-10-30,0.5,G
2022-10-31,0.2,G
2022-11-01,2.5,G
2022-11-02,1.4,G
2022-11-03,0.0,G
2022-11-04,1.4,G
2022-11-05,1.2,G
2022-11-06,8.7,G
2022-11-07,3.2,G
2022-11-08,4.3,G
2022-11-09,4.7,G
2022-11-10,0.2,G
2022-11-11,0.0,G
2022-11-12,0.1,G
2022-11-13,1.0,G
2022-11-14,1.7,G
2022-11-15,0.0,G
2022-11-16,0.1,G
2022-11-17,0.1,G
2022-11-18,0.0,G
2022-11-19,0.0,G
2022-11-20,1.7,G
2022-11-21,6.7,G
2022-11-22,5.2,G
2022-11-23,3.1,G
2022-11-24,0.2,G
2022-11-25,0.0,G
2022-11-26,0.0,G
2022-11-27,0.3,G
2022-11-28,0.1,G
2022-11-29,0.7,G
2022-11-30,0.5,G
2022-12-01,0.6,G
2022-12-02,0.0,G
2022-12-03,0.4,G
2022-12-04,0.0,G
2022-12-05,0.0,G
2022-12-06,0.0,G
2022-12-07,0.0,G
2022-12-08,6.4,G
2022-12-09,0.4,G
2022-12-10,0.3,G
2022-12-11,0.1,G
2022-12-12,0.0,G
2022-12-13,6.0,G
2022-12-14,1.0,G
2022-12-15,0.2,G
2022-12-16,0.4,G
2022-12-17,0.6,G
2022-12-18,0.0,G
2022-12-19,7.7,G
2022-12-20,5.8,G
2022-12-21,0.2,G
2022-12-22,6.1,G
2022-12-23,0.0,G
2022-12-24,0.0,G
2022-12-25,15.7,G
2022-12-26,22.3,G
2022-12-27,0.0,G
2022-12-28,5.2,G
2022-12-29,6.4,G
2022-12-30,2.5,G
2022-12-31,0.0,G
2023-01-01,1.9,G
2023-01-02,0.0,G
2023-01-03,0.0,G
2023-01-04,17.4,G
2023-01-05,0.8,G
2023-01-06,18.6,G
2023-01-07,5.7,G
2023-01-08,5.9,G
2023-01-09,8.2,G
2023-01-10,4.4,G
2023-01-11,3.1,G
2023-01-12,4.1,G
2023-01-13,4.3,G
2023-01-14,14.9,G
2023-01-15,2.8,G
2023-01-16,0.0,G
2023-01-17,5.6,G
2023-01-18,0.6,G
2023-01-19,1.1,G
2023-01-20,0.0,G
2023-01-21,0.0,G
2023-01-22,0.0,G
2023-01-23,0.0,G
2023-01-24,0.0,G
2023-01-25,0.0,G
2023-01-26,0.0,G
2023-01-27,0.0,G
2023-01-28,0.0,G
2023-01-29,0.0,G
2023-01-30,0.0,G
2023-01-31,2.5,G
2023-02-01,0.5,G
2023-02-02,0.0,G
2023-02-03,0.0,G
2023-02-04,0.9,G
2023-02-05,3.2,G
2023-02-06,0.1,G
2023-02-07,0.2,G
2023-02-08,0.1,G
2023-02-09,0.0,G
2023-02-10,2.9,G
2023-02-11,0.0,G
2023-02-12,0.0,G
2023-02-13,0.0,G
2023-02-14,0.2,G
2023-02-15,0.5,G
2023-02-16,0.3,G
2023-02-17,10.6,G
2023-02-18,0.0,G
2023-02-19,8.7,G
2023-02-20,0.0,G
2023-02-21,0.0,G
2023-02-22,5.4,G
2023-02-23,3.7,G
2023-02-24,1.6,G
2023-02-25,0.0,G
2023-02-26,0.0,G
2023-02-27,0.0,G
2023-02-28,0.0,G
2023-03-01,0.0,G
2023-03-02,0.0,G
2023-03-03,0.0,G
2023-03-04,0.0,G
2023-03-05,0.0,G
2023-03-06,0.0,G
2023-03-07,0.0,G
2023-03-08,4.3,G
2023-03-09,0.0,G
2023-03-10,0.0,G
2023-03-11,0.4,G
2023-03-12,1.4,G
2023-03-13,19.3,G
2023-03-14,0.0,G
2023-03-15,0.0,G
2023-03-16,0.0,G
2023-03-17,5.3,G
2023-03-18,0.5,G
2023-03-19,5.9,G
2023-03-20,1.7,G
2023-03-21,5.4,G
2023-03-22,2.3,G
2023-03-23,1.5,G
2023-03-24,21.4,G
2023-03-25,1.6,G
2023-03-26,1.9,G
2023-03-27,0.0,G
2023-03-28,7.3,G
2023-03-29,0.5,G
2023-03-30,0.8,G
2023-03-31,0.0,G
2023-04-01,0.0,G
2023-04-02,0.0,G
2023-04-03,0.0,G
2023-04-04,0.0,G
2023-04-05,0.0,G
2023-04-06,0.0,G
2023-04-07,0.0,G
2023-04-08,0.0,G
2023-04-09,0.0,G
2023-04-10,0.0,G
2023-04-11,2.1,G
2023-04-12,1.7,G
2023-04-13,16.7,G
2023-04-14,3.6,G
2023-04-15,0.0,G
2023-04-16,0.0,G
2023-04-17,0.0,G
2023-04-18,0.0,G
2023-04-19,0.0,G
2023-04-20,0.0,G
2023-04-21,0.0,G
2023-04-22,0.0,G
2023-04-23,3.9,G
2023-04-24,5.0,G
2023-04-25,2.7,G
2023-04-26,1.6,G
2023-04-27,2.1,G
2023-04-28,0.0,G
2023-04-29,3.9,G
2023-04-30,0.6,G
2023-05-01,12.2,G
2023-05-02,0.0,G
2023-05-03,0.0,G
2023-05-04,0.0,G
2023-05-05,0.0,G
2023-05-06,0.0,G
2023-05-07,0.0,G
2023-05-08,0.0,G
2023-05-09,0.0,G
2023-05-10,0.0,G
2023-05-11,0.0,G
2023-05-12,0.0,G
2023-05-13,0.0,G
2023-05-14,0.0,G
2023-05-15,0.5,G
2023-05-16,6.1,G
2023-05-17,0.1,G
2023-05-18,0.0,G
2023-05-19,0.0,G
2023-05-20,0.0,G
2023-05-21,0.0,G
2023-05-22,0.1,G
2023-05-23,0.2,G
2023-05-24,0.0,G
2023-05-25,0.0,G
2023-05-26,0.0,G
2023-05-27,1.0,G
2023-05-28,0.0,G
2023-05-29,0.0,G
2023-05-30,0.0,G
2023-05-31,0.0,G
2023-06-01,0.0,G
2023-06-02,0.0,G
2023-06-03,0.0,G
2023-06-04,0.0,G
2023-06-05,0.0,G
2023-06-06,0.0,G
2023-06-07,0.0,G
2023-06-08,0.0,G
2023-06-09,0.0,G
2023-06-10,0.0,G
2023-06-11,0.0,G
2023-06-12,0.0,G
2023-06-13,0.0,G
2023-06-14,0.0,G
2023-06-15,0.0,G
2023-06-16,0.0,G
2023-06-17,0.1,G
2023-06-18,20.9,G
2023-06-19,0.0,G
2023-06-20,0.0,G
2023-06-21,7.8,G
2023-06-22,0.0,G
2023-06-23,0.0,G
2023-06-24,0.0,G
2023-06-25,0.0,G
2023-06-26,17.1,G
2023-06-27,2.4,G
2023-06-28,0.0,G
2023-06-29,4.1,G
2023-06-30,0.0,G
2023-07-01,5.0,G
2023-07-02,0.3,G
2023-07-03,0.6,G
2023-07-04,1.6,G
2023-07-05,1.8,G
2023-07-06,6.9,G
2023-07-07,0.5,G
2023-07-08,0.2,G
2023-07-09,0.0,G
2023-07-10,0.3,G
2023-07-11,6.4,G
2023-07-12,47.6,G
2023-07-13,1.0,G
2023-07-14,0.0,G
2023-07-15,8.8,G
2023-07-16,2.5,G
2023-07-17,0.0,G
2023-07-18,0.0,G
2023-07-19,0.0,G
2023-07-20,3.7,G
2023-07-21,14.2,G
2023-07-22,0.0,G
2023-07-23,0.0,G
2023-07-24,12.0,G
2023-07-25,0.3,G
2023-07-26,1.6,G
2023-07-27,1.7,G
2023-07-28,0.3,G
2023-07-29,0.5,G
2023-07-30,1.1,G
2023-07-31,3.9,G
2023-08-01,0.1,G
2023-08-02,4.5,G
2023-08-03,0.6,G
2023-08-04,22.7,G
2023-08-05,2.8,G
2023-08-06,21.4,G
2023-08-07,0.3,G
2023-08-08,12.8,G
2023-08-09,25.4,G
2023-08-10,0.4,G
2023-08-11,1.8,G
2023-08-12,14.3,G
2023-08-13,0.2,G
2023-08-14,0.8,G
2023-08-15,4.6,G
2023-08-16,0.5,G
2023-08-17,0.2,G
2023-08-18,0.0,G
2023-08-19,1.7,G
2023-08-20,11.5,G
2023-08-21,0.3,G
2023-08-22,0.0,G
2023-08-23,2.8,G
2023-08-24,0.3,G
2023-08-25,4.0,G
2023-08-26,16.7,G
2023-08-27,0.5,G
2023-08-28,10.2,G
2023-08-29,0.2,G
2023-08-30,0.9,G
2023-08-31,0.0,G
2023-09-01,2.0,G
2023-09-02,0.0,G
2023-09-03,0.0,G
2023-09-04,0.0,G
2023-09-05,0.0,G
2023-09-06,0.0,G
2023-09-07,0.2,G
2023-09-08,0.3,G
2023-09-09,0.0,G
2023-09-10,0.1,G
2023-09-11,0.0,G
2023-09-12,0.0,G
2023-09-13,0.0,G
2023-09-14,1.0,G
2023-09-15,0.7,G
2023-09-16,0.5,G
2023-09-17,0.0,G
2023-09-18,10.7,G
2023-09-19,2.2,G
2023-09-20,1.2,G
2023-09-21,0.2,G
2023-09-22,10.4,G
2023-09-23,4.9,G
2023-09-24,0.2,G
2023-09-25,0.2,G
2023-09-26,0.1,G
2023-09-27,2.2,G
2023-09-28,0.7,G
2023-09-29,5.7,G
2023-09-30,0.2,G
2023-10-01,3.3,G
2023-10-02,0.2,G
2023-10-03,0.7,G
2023-10-04,0.0,G
2023-10-05,0.5,G
2023-10-06,7.7,G
2023-10-07,0.0,G
2023-10-08,0.0,G
2023-10-09,0.0,G
2023-10-10,1.9,G
2023-10-11,0.0,G
2023-10-12,0.0,G
2023-10-13,10.5,G
2023-10-14,0.0,G
2023-10-15,0.0,G
2023-10-16,0.0,G
2023-10-17,0.0,G
2023-10-18,0.2,G
2023-10-19,0.4,G
2023-10-20,0.0,G
2023-10-21,5.6,G
2023-10-22,3.4,G
2023-10-23,0.5,G
2023-10-24,0.0,G
2023-10-25,0.0,G
2023-10-26,0.0,G
2023-10-27,0.0,G
2023-10-28,0.0,G
2023-10-29,5.4,G
2023-10-30,37.6,G
2023-10-31,2.0,G
